benchmark_case_id,benchmark_name,benchmark_version,benchmark_revision,source_file,label_source,vulnerability_label,expected_result,cwe,ground_truth_granularity,endpoint,crawler_url,request_shape,source_request_method,input_carrier_shape,primary_input_carrier,controllable_input_count,controllable_input_names,content_type,sql_operation_category,sql_operation_markers,read_write_category,execution_api,response_observability,boolean_verifier_applicability,transport_compatibility,sql_verifier_compatibility,compatibility_class,eligible_original_external_evaluation,eligible_candidate_ranking,required_adapter,adapter_requirements,incompatibility_reason,classification_reason,candidate_representation_support,candidate_representation_gap,sanitization_required,sanitized_candidate_id,sanitized_action_path,retained_model_facing_fields,excluded_from_model_input_fields,model_facing_preview,audit_status,auditor_notes
BenchmarkTest02627,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02627.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02627,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02627,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02627,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest02628,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02628.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02628,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02628,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02628,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest02629,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02629.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-05/BenchmarkTest02629,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02629,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02629,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest02630,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02630.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02630,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02630,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02630,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest02631,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02631.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-05/BenchmarkTest02631,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02631,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02631,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000464,/external-v15/case-000464,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000464"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000464"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02632,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02632.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02632,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02632,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02632,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000465,/external-v15/case-000465,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000465"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000465"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02633,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02633.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-05/BenchmarkTest02633,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02633,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02633,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000466,/external-v15/case-000466,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000466"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000466"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02634,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02634.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-05/BenchmarkTest02634,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02634,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02634,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000467,/external-v15/case-000467,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000467"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000467"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02635,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02635.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02635,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02635,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02635,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000468,/external-v15/case-000468,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000468"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000468"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02636,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02636.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-05/BenchmarkTest02636,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02636,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02636,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000469,/external-v15/case-000469,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000469"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000469"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02637,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02637.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-05/BenchmarkTest02637,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02637,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02637,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000470,/external-v15/case-000470,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000470"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000470"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02638,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02638.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02638,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02638,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02638,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest02639,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02639.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-05/BenchmarkTest02639,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02639,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02639,text/html;charset=UTF-8,select_like,select,read_like,execute,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest02640,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02640.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-05/BenchmarkTest02640,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02640,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02640,text/html;charset=UTF-8,select_like,select,read_like,execute,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest02641,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02641.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02641,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02641,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02641,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest02642,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02642.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02642,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02642,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02642,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest02643,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02643.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02643,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02643,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02643,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest02644,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02644.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02644,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02644,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02644,text/html;charset=UTF-8,select_like,select,read_like,unknown,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000477,/external-v15/case-000477,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000477"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000477"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02645,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02645.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02645,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02645,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02645,text/html;charset=UTF-8,select_like,select,read_like,unknown,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000478,/external-v15/case-000478,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000478"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000478"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02646,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02646.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02646,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02646,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02646,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest02647,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02647.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-05/BenchmarkTest02647,https://localhost:8443/benchmark/sqli-05/BenchmarkTest02647,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02647,text/html;charset=UTF-8,select_like,select,read_like,unknown,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000480,/external-v15/case-000480,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000480"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000480"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02648,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02648.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-06/BenchmarkTest02648,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02648,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02648,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000481,/external-v15/case-000481,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000481"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000481"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02649,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02649.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-06/BenchmarkTest02649,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02649,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02649,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000482,/external-v15/case-000482,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000482"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000482"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
