benchmark_case_id,benchmark_name,benchmark_version,benchmark_revision,source_file,label_source,vulnerability_label,expected_result,ground_truth_granularity,request_method,input_source,endpoint,parameter,content_type,encoding_or_transform,context_or_category,authentication_required,stateful_prerequisite,current_framework_compatible,compatibility_class,evaluation_role,incompatibility_reason,required_adapter,adapter_changes_vulnerability_semantics,verifier_compatible,payload_support,candidate_representation_support,candidate_representation_gap,eligible_for_direct_external_execution,eligible_for_external_ranking,ranking_candidate_source,benchmark_identity_leakage_fields,sanitization_required,sanitized_candidate_id,sanitized_action_path,sanitized_parameter_name,retained_model_facing_fields,excluded_from_model_input_fields,exclusion_reason,audit_status,auditor_notes
BenchmarkTest02222,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02222.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02222,BenchmarkTest02222,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000337,/external-v14/case-000337,input_000337,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02223,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02223.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02223,BenchmarkTest02223,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,READINESS_ONLY,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000338,/external-v14/case-000338,input_000338,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02224,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02224.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02224,BenchmarkTest02224,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000339,/external-v14/case-000339,input_000339,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02225,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02225.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02225,BenchmarkTest02225,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000340,/external-v14/case-000340,input_000340,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02226,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02226.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02226,BenchmarkTest02226,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000341,/external-v14/case-000341,input_000341,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02227,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02227.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02227,BenchmarkTest02227,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000342,/external-v14/case-000342,input_000342,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02228,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02228.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02228,BenchmarkTest02228,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000343,/external-v14/case-000343,input_000343,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02229,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02229.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02229,BenchmarkTest02229,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000344,/external-v14/case-000344,input_000344,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02230,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02230.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02230,BenchmarkTest02230,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,READINESS_ONLY,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000345,/external-v14/case-000345,input_000345,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02231,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02231.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02231,BenchmarkTest02231,text/html;charset=UTF-8,base64_transform,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000346,/external-v14/case-000346,input_000346,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02232,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02232.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02232,BenchmarkTest02232,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000347,/external-v14/case-000347,input_000347,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02233,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02233.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02233,BenchmarkTest02233,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000348,/external-v14/case-000348,input_000348,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02234,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02234.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02234,BenchmarkTest02234,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000349,/external-v14/case-000349,input_000349,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02235,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02235.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02235,BenchmarkTest02235,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000350,/external-v14/case-000350,input_000350,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02236,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02236.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02236,BenchmarkTest02236,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000351,/external-v14/case-000351,input_000351,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02237,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02237.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02237,BenchmarkTest02237,text/html;charset=UTF-8,html_encoding,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000352,/external-v14/case-000352,input_000352,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02238,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02238.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02238,BenchmarkTest02238,text/html;charset=UTF-8,base64_transform,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000353,/external-v14/case-000353,input_000353,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02239,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02239.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02239,BenchmarkTest02239,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000354,/external-v14/case-000354,input_000354,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02240,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02240.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02240,BenchmarkTest02240,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000355,/external-v14/case-000355,input_000355,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02241,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02241.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_map,/xss-04/BenchmarkTest02241,BenchmarkTest02241,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000356,/external-v14/case-000356,input_000356,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest02313,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02313.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_name_enumeration,/xss-04/BenchmarkTest02313,dynamic_parameter_name,text/html;charset=UTF-8,base64_transform,cwe-79,not_identified,not_identified,false,ADAPTER_SUPPORTED,FINAL_CONFIRMATORY_ELIGIBLE,current_candidate_transport_does_not_support_parameter_name_enumeration,parameter_name_value_adapter,false,current_marker_control_likely_sufficient,current_marker_control,required_extension,dynamic_parameter_name_and_value_transport,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000357,/external-v14/case-000357,input_000357,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,dynamic parameter-name/value enumeration
BenchmarkTest02314,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02314.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_name_enumeration,/xss-04/BenchmarkTest02314,dynamic_parameter_name,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,ADAPTER_SUPPORTED,FINAL_CONFIRMATORY_ELIGIBLE,current_candidate_transport_does_not_support_parameter_name_enumeration,parameter_name_value_adapter,false,current_marker_control_likely_sufficient,current_marker_control,required_extension,dynamic_parameter_name_and_value_transport,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000358,/external-v14/case-000358,input_000358,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,dynamic parameter-name/value enumeration
BenchmarkTest02315,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02315.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_name_enumeration,/xss-04/BenchmarkTest02315,dynamic_parameter_name,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,ADAPTER_SUPPORTED,FINAL_CONFIRMATORY_ELIGIBLE,current_candidate_transport_does_not_support_parameter_name_enumeration,parameter_name_value_adapter,false,current_marker_control_likely_sufficient,current_marker_control,required_extension,dynamic_parameter_name_and_value_transport,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000359,/external-v14/case-000359,input_000359,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,dynamic parameter-name/value enumeration
BenchmarkTest02316,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02316.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_name_enumeration,/xss-04/BenchmarkTest02316,dynamic_parameter_name,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,ADAPTER_SUPPORTED,READINESS_ONLY,current_candidate_transport_does_not_support_parameter_name_enumeration,parameter_name_value_adapter,false,current_marker_control_likely_sufficient,current_marker_control,required_extension,dynamic_parameter_name_and_value_transport,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000360,/external-v14/case-000360,input_000360,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,dynamic parameter-name/value enumeration
BenchmarkTest02317,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02317.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter_name_enumeration,/xss-04/BenchmarkTest02317,dynamic_parameter_name,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,ADAPTER_SUPPORTED,FINAL_CONFIRMATORY_ELIGIBLE,current_candidate_transport_does_not_support_parameter_name_enumeration,parameter_name_value_adapter,false,current_marker_control_likely_sufficient,current_marker_control,required_extension,dynamic_parameter_name_and_value_transport,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000361,/external-v14/case-000361,input_000361,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,dynamic parameter-name/value enumeration
BenchmarkTest02318,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02318.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_name_enumeration,/xss-04/BenchmarkTest02318,dynamic_parameter_name,text/html;charset=UTF-8,html_encoding;string_escape_utils,cwe-79,not_identified,not_identified,false,ADAPTER_SUPPORTED,FINAL_CONFIRMATORY_ELIGIBLE,current_candidate_transport_does_not_support_parameter_name_enumeration,parameter_name_value_adapter,false,current_marker_control_likely_sufficient,current_marker_control,required_extension,dynamic_parameter_name_and_value_transport,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000362,/external-v14/case-000362,input_000362,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,dynamic parameter-name/value enumeration
BenchmarkTest02319,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02319.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_name_enumeration,/xss-04/BenchmarkTest02319,dynamic_parameter_name,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,ADAPTER_SUPPORTED,FINAL_CONFIRMATORY_ELIGIBLE,current_candidate_transport_does_not_support_parameter_name_enumeration,parameter_name_value_adapter,false,current_marker_control_likely_sufficient,current_marker_control,required_extension,dynamic_parameter_name_and_value_transport,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000363,/external-v14/case-000363,input_000363,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,dynamic parameter-name/value enumeration
BenchmarkTest02320,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02320.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter_name_enumeration,/xss-04/BenchmarkTest02320,dynamic_parameter_name,text/html;charset=UTF-8,html_encoding,cwe-79,not_identified,not_identified,false,ADAPTER_SUPPORTED,READINESS_ONLY,current_candidate_transport_does_not_support_parameter_name_enumeration,parameter_name_value_adapter,false,current_marker_control_likely_sufficient,current_marker_control,required_extension,dynamic_parameter_name_and_value_transport,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000364,/external-v14/case-000364,input_000364,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,dynamic parameter-name/value enumeration
