all_five_candidates_tied_pre_tiebreak,candidate_count,distinct_pre_tiebreak_scores,final_order_partly_determined_by_stable_tiebreak,final_order_wholly_determined_by_stable_tiebreak,largest_tie_group_size,ordered_candidate_ids,scenario_id,scenario_type,score_by_candidate,score_equivalence_pattern,score_vector_in_final_order,score_vector_pattern,vulnerable_alignment_bucket,vulnerable_candidate_rank,vulnerable_distractors_sharing_score,vulnerable_has_unique_pre_tiebreak_score,vulnerable_in_best_score_class,vulnerable_in_worst_score_class,vulnerable_pre_tiebreak_score,vulnerable_score_class_rank,vulnerable_tied_with_all_distractors
False,5,2,True,False,4,"[""ox14-c000065"", ""ox14-c000125"", ""ox14-c000204"", ""ox14-c000274"", ""ox14-c000294""]",ow14-s0195,positive,"{""ox14-c000065"": 132, ""ox14-c000125"": 132, ""ox14-c000204"": 132, ""ox14-c000274"": 132, ""ox14-c000294"": 117}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,4,3,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000044"", ""ox14-c000066"", ""ox14-c000409"", ""ox14-c000164"", ""ox14-c000316""]",ow14-s0196,positive,"{""ox14-c000044"": 132, ""ox14-c000066"": 132, ""ox14-c000164"": 117, ""ox14-c000316"": 117, ""ox14-c000409"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,5,1,False,False,True,117,2,False
False,5,2,True,False,4,"[""ox14-c000112"", ""ox14-c000208"", ""ox14-c000261"", ""ox14-c000432"", ""ox14-c000317""]",ow14-s0197,positive,"{""ox14-c000112"": 132, ""ox14-c000208"": 132, ""ox14-c000261"": 132, ""ox14-c000317"": 117, ""ox14-c000432"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,strictly_lowest,5,0,True,False,True,117,2,False
False,5,3,True,False,2,"[""ox14-c000126"", ""ox14-c000414"", ""ox14-c000224"", ""ox14-c000362"", ""ox14-c000310""]",ow14-s0198,positive,"{""ox14-c000126"": 132, ""ox14-c000224"": 127, ""ox14-c000310"": 117, ""ox14-c000362"": 127, ""ox14-c000414"": 132}",2-2-1,"[132, 132, 127, 127, 117]",132>132>127>127>117,tied_for_highest,1,1,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000210"", ""ox14-c000253"", ""ox14-c000391"", ""ox14-c000402"", ""ox14-c000036""]",ow14-s0199,positive,"{""ox14-c000036"": 117, ""ox14-c000210"": 132, ""ox14-c000253"": 132, ""ox14-c000391"": 132, ""ox14-c000402"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,2,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000062"", ""ox14-c000067"", ""ox14-c000252"", ""ox14-c000320"", ""ox14-c000225""]",ow14-s0200,positive,"{""ox14-c000062"": 132, ""ox14-c000067"": 132, ""ox14-c000225"": 127, ""ox14-c000252"": 132, ""ox14-c000320"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,1,3,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000140"", ""ox14-c000090"", ""ox14-c000235"", ""ox14-c000369"", ""ox14-c000165""]",ow14-s0201,positive,"{""ox14-c000090"": 127, ""ox14-c000140"": 132, ""ox14-c000165"": 117, ""ox14-c000235"": 127, ""ox14-c000369"": 127}",3-1-1,"[132, 127, 127, 127, 117]",132>127>127>127>117,tied_in_middle_score_class,3,2,False,False,False,127,2,False
False,5,2,True,False,4,"[""ox14-c000072"", ""ox14-c000258"", ""ox14-c000265"", ""ox14-c000389"", ""ox14-c000081""]",ow14-s0202,positive,"{""ox14-c000072"": 132, ""ox14-c000081"": 127, ""ox14-c000258"": 132, ""ox14-c000265"": 132, ""ox14-c000389"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,2,3,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000046"", ""ox14-c000130"", ""ox14-c000211"", ""ox14-c000246"", ""ox14-c000323""]",ow14-s0203,positive,"{""ox14-c000046"": 132, ""ox14-c000130"": 132, ""ox14-c000211"": 132, ""ox14-c000246"": 132, ""ox14-c000323"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,2,4,False,True,True,132,1,True
False,5,2,True,False,3,"[""ox14-c000108"", ""ox14-c000121"", ""ox14-c000419"", ""ox14-c000025"", ""ox14-c000181""]",ow14-s0204,positive,"{""ox14-c000025"": 117, ""ox14-c000108"": 132, ""ox14-c000121"": 132, ""ox14-c000181"": 117, ""ox14-c000419"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,3,2,False,True,False,132,1,False
False,5,3,True,False,2,"[""ox14-c000058"", ""ox14-c000197"", ""ox14-c000365"", ""ox14-c000012"", ""ox14-c000037""]",ow14-s0205,positive,"{""ox14-c000012"": 117, ""ox14-c000037"": 117, ""ox14-c000058"": 132, ""ox14-c000197"": 132, ""ox14-c000365"": 127}",2-2-1,"[132, 132, 127, 117, 117]",132>132>127>117>117,neither_highest_nor_lowest_middle,3,0,True,False,False,127,2,False
False,5,3,True,False,3,"[""ox14-c000245"", ""ox14-c000270"", ""ox14-c000354"", ""ox14-c000374"", ""ox14-c000001""]",ow14-s0206,positive,"{""ox14-c000001"": 117, ""ox14-c000245"": 132, ""ox14-c000270"": 132, ""ox14-c000354"": 132, ""ox14-c000374"": 127}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,strictly_lowest,5,0,True,False,True,117,3,False
False,5,3,True,False,3,"[""ox14-c000008"", ""ox14-c000075"", ""ox14-c000127"", ""ox14-c000087"", ""ox14-c000033""]",ow14-s0207,positive,"{""ox14-c000008"": 132, ""ox14-c000033"": 117, ""ox14-c000075"": 132, ""ox14-c000087"": 127, ""ox14-c000127"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000277"", ""ox14-c000352"", ""ox14-c000406"", ""ox14-c000233"", ""ox14-c000297""]",ow14-s0208,positive,"{""ox14-c000233"": 127, ""ox14-c000277"": 132, ""ox14-c000297"": 117, ""ox14-c000352"": 132, ""ox14-c000406"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,neither_highest_nor_lowest_middle,4,0,True,False,False,127,2,False
False,5,3,True,False,2,"[""ox14-c000060"", ""ox14-c000113"", ""ox14-c000357"", ""ox14-c000035"", ""ox14-c000183""]",ow14-s0209,positive,"{""ox14-c000035"": 117, ""ox14-c000060"": 132, ""ox14-c000113"": 132, ""ox14-c000183"": 117, ""ox14-c000357"": 127}",2-2-1,"[132, 132, 127, 117, 117]",132>132>127>117>117,tied_for_lowest,4,1,False,False,True,117,3,False
False,5,2,True,False,4,"[""ox14-c000103"", ""ox14-c000263"", ""ox14-c000381"", ""ox14-c000398"", ""ox14-c000293""]",ow14-s0210,positive,"{""ox14-c000103"": 132, ""ox14-c000263"": 132, ""ox14-c000293"": 117, ""ox14-c000381"": 132, ""ox14-c000398"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,2,3,False,True,False,132,1,False
False,5,3,True,False,2,"[""ox14-c000107"", ""ox14-c000422"", ""ox14-c000093"", ""ox14-c000373"", ""ox14-c000162""]",ow14-s0211,positive,"{""ox14-c000093"": 127, ""ox14-c000107"": 132, ""ox14-c000162"": 117, ""ox14-c000373"": 127, ""ox14-c000422"": 132}",2-2-1,"[132, 132, 127, 127, 117]",132>132>127>127>117,strictly_lowest,5,0,True,False,True,117,3,False
False,5,2,True,False,4,"[""ox14-c000053"", ""ox14-c000337"", ""ox14-c000350"", ""ox14-c000427"", ""ox14-c000041""]",ow14-s0212,positive,"{""ox14-c000041"": 117, ""ox14-c000053"": 132, ""ox14-c000337"": 132, ""ox14-c000350"": 132, ""ox14-c000427"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,strictly_lowest,5,0,True,False,True,117,2,False
False,5,2,True,False,4,"[""ox14-c000216"", ""ox14-c000218"", ""ox14-c000344"", ""ox14-c000384"", ""ox14-c000016""]",ow14-s0213,positive,"{""ox14-c000016"": 117, ""ox14-c000216"": 132, ""ox14-c000218"": 132, ""ox14-c000344"": 132, ""ox14-c000384"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,2,3,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000207"", ""ox14-c000220"", ""ox14-c000268"", ""ox14-c000177"", ""ox14-c000308""]",ow14-s0214,positive,"{""ox14-c000177"": 117, ""ox14-c000207"": 132, ""ox14-c000220"": 132, ""ox14-c000268"": 132, ""ox14-c000308"": 117}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,5,1,False,False,True,117,2,False
False,5,2,True,False,3,"[""ox14-c000061"", ""ox14-c000138"", ""ox14-c000434"", ""ox14-c000026"", ""ox14-c000314""]",ow14-s0215,positive,"{""ox14-c000026"": 117, ""ox14-c000061"": 132, ""ox14-c000138"": 132, ""ox14-c000314"": 117, ""ox14-c000434"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,2,2,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000109"", ""ox14-c000219"", ""ox14-c000273"", ""ox14-c000009"", ""ox14-c000034""]",ow14-s0216,positive,"{""ox14-c000009"": 117, ""ox14-c000034"": 117, ""ox14-c000109"": 132, ""ox14-c000219"": 132, ""ox14-c000273"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,4,1,False,False,True,117,2,False
False,5,3,True,False,3,"[""ox14-c000051"", ""ox14-c000101"", ""ox14-c000405"", ""ox14-c000363"", ""ox14-c000303""]",ow14-s0217,positive,"{""ox14-c000051"": 132, ""ox14-c000101"": 132, ""ox14-c000303"": 117, ""ox14-c000363"": 127, ""ox14-c000405"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000064"", ""ox14-c000100"", ""ox14-c000111"", ""ox14-c000379"", ""ox14-c000226""]",ow14-s0218,positive,"{""ox14-c000064"": 132, ""ox14-c000100"": 132, ""ox14-c000111"": 132, ""ox14-c000226"": 127, ""ox14-c000379"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,4,3,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000048"", ""ox14-c000141"", ""ox14-c000212"", ""ox14-c000250"", ""ox14-c000387""]",ow14-s0219,positive,"{""ox14-c000048"": 132, ""ox14-c000141"": 132, ""ox14-c000212"": 132, ""ox14-c000250"": 132, ""ox14-c000387"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,4,4,False,True,True,132,1,True
False,5,2,True,False,4,"[""ox14-c000251"", ""ox14-c000399"", ""ox14-c000423"", ""ox14-c000431"", ""ox14-c000082""]",ow14-s0220,positive,"{""ox14-c000082"": 127, ""ox14-c000251"": 132, ""ox14-c000399"": 132, ""ox14-c000423"": 132, ""ox14-c000431"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,4,3,False,True,False,132,1,False
False,5,3,True,False,2,"[""ox14-c000077"", ""ox14-c000410"", ""ox14-c000085"", ""ox14-c000296"", ""ox14-c000299""]",ow14-s0221,positive,"{""ox14-c000077"": 132, ""ox14-c000085"": 127, ""ox14-c000296"": 117, ""ox14-c000299"": 117, ""ox14-c000410"": 132}",2-2-1,"[132, 132, 127, 117, 117]",132>132>127>117>117,tied_for_lowest,5,1,False,False,True,117,3,False
False,5,2,True,False,4,"[""ox14-c000118"", ""ox14-c000353"", ""ox14-c000395"", ""ox14-c000424"", ""ox14-c000223""]",ow14-s0222,positive,"{""ox14-c000118"": 132, ""ox14-c000223"": 127, ""ox14-c000353"": 132, ""ox14-c000395"": 132, ""ox14-c000424"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,4,3,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000188"", ""ox14-c000390"", ""ox14-c000307"", ""ox14-c000311"", ""ox14-c000315""]",ow14-s0223,positive,"{""ox14-c000188"": 132, ""ox14-c000307"": 117, ""ox14-c000311"": 117, ""ox14-c000315"": 117, ""ox14-c000390"": 132}",3-2,"[132, 132, 117, 117, 117]",132>132>117>117>117,tied_for_highest,2,1,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000351"", ""ox14-c000404"", ""ox14-c000161"", ""ox14-c000167"", ""ox14-c000295""]",ow14-s0224,positive,"{""ox14-c000161"": 117, ""ox14-c000167"": 117, ""ox14-c000295"": 117, ""ox14-c000351"": 132, ""ox14-c000404"": 132}",3-2,"[132, 132, 117, 117, 117]",132>132>117>117>117,tied_for_lowest,5,2,False,False,True,117,2,False
False,5,2,True,False,4,"[""ox14-c000105"", ""ox14-c000117"", ""ox14-c000272"", ""ox14-c000429"", ""ox14-c000029""]",ow14-s0225,positive,"{""ox14-c000029"": 117, ""ox14-c000105"": 132, ""ox14-c000117"": 132, ""ox14-c000272"": 132, ""ox14-c000429"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,1,3,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000136"", ""ox14-c000185"", ""ox14-c000203"", ""ox14-c000346"", ""ox14-c000377""]",ow14-s0226,positive,"{""ox14-c000136"": 132, ""ox14-c000185"": 132, ""ox14-c000203"": 132, ""ox14-c000346"": 132, ""ox14-c000377"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,3,4,False,True,True,132,1,True
True,5,1,True,True,5,"[""ox14-c000070"", ""ox14-c000198"", ""ox14-c000247"", ""ox14-c000396"", ""ox14-c000401""]",ow14-s0227,positive,"{""ox14-c000070"": 132, ""ox14-c000198"": 132, ""ox14-c000247"": 132, ""ox14-c000396"": 132, ""ox14-c000401"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,5,4,False,True,True,132,1,True
False,5,2,True,False,4,"[""ox14-c000056"", ""ox14-c000099"", ""ox14-c000102"", ""ox14-c000392"", ""ox14-c000023""]",ow14-s0228,positive,"{""ox14-c000023"": 117, ""ox14-c000056"": 132, ""ox14-c000099"": 132, ""ox14-c000102"": 132, ""ox14-c000392"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,4,3,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000123"", ""ox14-c000189"", ""ox14-c000348"", ""ox14-c000236"", ""ox14-c000030""]",ow14-s0229,positive,"{""ox14-c000030"": 117, ""ox14-c000123"": 132, ""ox14-c000189"": 132, ""ox14-c000236"": 127, ""ox14-c000348"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000209"", ""ox14-c000249"", ""ox14-c000341"", ""ox14-c000426"", ""ox14-c000083""]",ow14-s0230,positive,"{""ox14-c000083"": 127, ""ox14-c000209"": 132, ""ox14-c000249"": 132, ""ox14-c000341"": 132, ""ox14-c000426"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,2,3,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000184"", ""ox14-c000238"", ""ox14-c000254"", ""ox14-c000259"", ""ox14-c000333""]",ow14-s0231,positive,"{""ox14-c000184"": 132, ""ox14-c000238"": 132, ""ox14-c000254"": 132, ""ox14-c000259"": 132, ""ox14-c000333"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,2,4,False,True,True,132,1,True
False,5,3,True,False,3,"[""ox14-c000278"", ""ox14-c000331"", ""ox14-c000355"", ""ox14-c000229"", ""ox14-c000031""]",ow14-s0232,positive,"{""ox14-c000031"": 117, ""ox14-c000229"": 127, ""ox14-c000278"": 132, ""ox14-c000331"": 132, ""ox14-c000355"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,2,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000065"", ""ox14-c000125"", ""ox14-c000204"", ""ox14-c000078"", ""ox14-c000294""]",ow14-s0233,positive,"{""ox14-c000065"": 132, ""ox14-c000078"": 127, ""ox14-c000125"": 132, ""ox14-c000204"": 132, ""ox14-c000294"": 117}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,neither_highest_nor_lowest_middle,4,0,True,False,False,127,2,False
False,5,2,True,False,4,"[""ox14-c000044"", ""ox14-c000066"", ""ox14-c000239"", ""ox14-c000409"", ""ox14-c000164""]",ow14-s0234,positive,"{""ox14-c000044"": 132, ""ox14-c000066"": 132, ""ox14-c000164"": 117, ""ox14-c000239"": 132, ""ox14-c000409"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,3,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000112"", ""ox14-c000208"", ""ox14-c000261"", ""ox14-c000432"", ""ox14-c000376""]",ow14-s0235,positive,"{""ox14-c000112"": 132, ""ox14-c000208"": 132, ""ox14-c000261"": 132, ""ox14-c000376"": 127, ""ox14-c000432"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,strictly_lowest,5,0,True,False,True,127,2,False
False,5,3,True,False,2,"[""ox14-c000330"", ""ox14-c000414"", ""ox14-c000224"", ""ox14-c000362"", ""ox14-c000310""]",ow14-s0236,positive,"{""ox14-c000224"": 127, ""ox14-c000310"": 117, ""ox14-c000330"": 132, ""ox14-c000362"": 127, ""ox14-c000414"": 132}",2-2-1,"[132, 132, 127, 127, 117]",132>132>127>127>117,tied_for_highest,1,1,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000189"", ""ox14-c000209"", ""ox14-c000348"", ""ox14-c000236"", ""ox14-c000030""]",ow14-s0237,negative_only,"{""ox14-c000030"": 117, ""ox14-c000189"": 132, ""ox14-c000209"": 132, ""ox14-c000236"": 127, ""ox14-c000348"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,4,"[""ox14-c000184"", ""ox14-c000333"", ""ox14-c000341"", ""ox14-c000426"", ""ox14-c000083""]",ow14-s0238,negative_only,"{""ox14-c000083"": 127, ""ox14-c000184"": 132, ""ox14-c000333"": 132, ""ox14-c000341"": 132, ""ox14-c000426"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,4,"[""ox14-c000254"", ""ox14-c000259"", ""ox14-c000278"", ""ox14-c000355"", ""ox14-c000229""]",ow14-s0239,negative_only,"{""ox14-c000229"": 127, ""ox14-c000254"": 132, ""ox14-c000259"": 132, ""ox14-c000278"": 132, ""ox14-c000355"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,3,"[""ox14-c000065"", ""ox14-c000125"", ""ox14-c000204"", ""ox14-c000031"", ""ox14-c000294""]",ow14-s0240,negative_only,"{""ox14-c000031"": 117, ""ox14-c000065"": 132, ""ox14-c000125"": 132, ""ox14-c000204"": 132, ""ox14-c000294"": 117}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,4,"[""ox14-c000044"", ""ox14-c000066"", ""ox14-c000261"", ""ox14-c000409"", ""ox14-c000164""]",ow14-s0241,negative_only,"{""ox14-c000044"": 132, ""ox14-c000066"": 132, ""ox14-c000164"": 117, ""ox14-c000261"": 132, ""ox14-c000409"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,4,"[""ox14-c000112"", ""ox14-c000208"", ""ox14-c000414"", ""ox14-c000432"", ""ox14-c000224""]",ow14-s0242,negative_only,"{""ox14-c000112"": 132, ""ox14-c000208"": 132, ""ox14-c000224"": 127, ""ox14-c000414"": 132, ""ox14-c000432"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,3,True,False,3,"[""ox14-c000210"", ""ox14-c000391"", ""ox14-c000402"", ""ox14-c000362"", ""ox14-c000310""]",ow14-s0243,negative_only,"{""ox14-c000210"": 132, ""ox14-c000310"": 117, ""ox14-c000362"": 127, ""ox14-c000391"": 132, ""ox14-c000402"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,3,True,False,3,"[""ox14-c000067"", ""ox14-c000252"", ""ox14-c000320"", ""ox14-c000225"", ""ox14-c000036""]",ow14-s0244,negative_only,"{""ox14-c000036"": 117, ""ox14-c000067"": 132, ""ox14-c000225"": 127, ""ox14-c000252"": 132, ""ox14-c000320"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,3,True,False,2,"[""ox14-c000072"", ""ox14-c000140"", ""ox14-c000090"", ""ox14-c000369"", ""ox14-c000165""]",ow14-s0245,negative_only,"{""ox14-c000072"": 132, ""ox14-c000090"": 127, ""ox14-c000140"": 132, ""ox14-c000165"": 117, ""ox14-c000369"": 127}",2-2-1,"[132, 132, 127, 127, 117]",132>132>127>127>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,4,"[""ox14-c000046"", ""ox14-c000246"", ""ox14-c000265"", ""ox14-c000389"", ""ox14-c000081""]",ow14-s0246,negative_only,"{""ox14-c000046"": 132, ""ox14-c000081"": 127, ""ox14-c000246"": 132, ""ox14-c000265"": 132, ""ox14-c000389"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,4,"[""ox14-c000108"", ""ox14-c000121"", ""ox14-c000211"", ""ox14-c000323"", ""ox14-c000025""]",ow14-s0247,negative_only,"{""ox14-c000025"": 117, ""ox14-c000108"": 132, ""ox14-c000121"": 132, ""ox14-c000211"": 132, ""ox14-c000323"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,3,"[""ox14-c000058"", ""ox14-c000197"", ""ox14-c000012"", ""ox14-c000037"", ""ox14-c000181""]",ow14-s0248,negative_only,"{""ox14-c000012"": 117, ""ox14-c000037"": 117, ""ox14-c000058"": 132, ""ox14-c000181"": 117, ""ox14-c000197"": 132}",3-2,"[132, 132, 117, 117, 117]",132>132>117>117>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,3,"[""ox14-c000245"", ""ox14-c000270"", ""ox14-c000354"", ""ox14-c000087"", ""ox14-c000374""]",ow14-s0249,negative_only,"{""ox14-c000087"": 127, ""ox14-c000245"": 132, ""ox14-c000270"": 132, ""ox14-c000354"": 132, ""ox14-c000374"": 127}",3-2,"[132, 132, 132, 127, 127]",132>132>132>127>127,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,3,"[""ox14-c000075"", ""ox14-c000127"", ""ox14-c000406"", ""ox14-c000033"", ""ox14-c000297""]",ow14-s0250,negative_only,"{""ox14-c000033"": 117, ""ox14-c000075"": 132, ""ox14-c000127"": 132, ""ox14-c000297"": 117, ""ox14-c000406"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,3,True,False,3,"[""ox14-c000060"", ""ox14-c000277"", ""ox14-c000352"", ""ox14-c000357"", ""ox14-c000183""]",ow14-s0251,negative_only,"{""ox14-c000060"": 132, ""ox14-c000183"": 117, ""ox14-c000277"": 132, ""ox14-c000352"": 132, ""ox14-c000357"": 127}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,4,"[""ox14-c000103"", ""ox14-c000113"", ""ox14-c000381"", ""ox14-c000398"", ""ox14-c000293""]",ow14-s0252,negative_only,"{""ox14-c000103"": 132, ""ox14-c000113"": 132, ""ox14-c000293"": 117, ""ox14-c000381"": 132, ""ox14-c000398"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,3,"[""ox14-c000107"", ""ox14-c000422"", ""ox14-c000427"", ""ox14-c000093"", ""ox14-c000373""]",ow14-s0253,negative_only,"{""ox14-c000093"": 127, ""ox14-c000107"": 132, ""ox14-c000373"": 127, ""ox14-c000422"": 132, ""ox14-c000427"": 132}",3-2,"[132, 132, 132, 127, 127]",132>132>132>127>127,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
True,5,1,True,True,5,"[""ox14-c000053"", ""ox14-c000216"", ""ox14-c000337"", ""ox14-c000350"", ""ox14-c000384""]",ow14-s0254,negative_only,"{""ox14-c000053"": 132, ""ox14-c000216"": 132, ""ox14-c000337"": 132, ""ox14-c000350"": 132, ""ox14-c000384"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,3,"[""ox14-c000207"", ""ox14-c000220"", ""ox14-c000344"", ""ox14-c000016"", ""ox14-c000177""]",ow14-s0255,negative_only,"{""ox14-c000016"": 117, ""ox14-c000177"": 117, ""ox14-c000207"": 132, ""ox14-c000220"": 132, ""ox14-c000344"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,3,"[""ox14-c000061"", ""ox14-c000268"", ""ox14-c000434"", ""ox14-c000026"", ""ox14-c000314""]",ow14-s0256,negative_only,"{""ox14-c000026"": 117, ""ox14-c000061"": 132, ""ox14-c000268"": 132, ""ox14-c000314"": 117, ""ox14-c000434"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
