sequence,row_id,arm_id,representation_condition,scenario_id,trial_number,snapshot_path,candidate_test_budget,top_k,scored
4525,ow14-1-r04525,qwen_minimal,minimal,ow14-s0134,2,model-facing/minimal-candidate-snapshots/ow14-s0134.json,4,4,True
4526,ow14-1-r04526,qwen_enriched,enriched,ow14-s0134,2,model-facing/enriched-candidate-snapshots/ow14-s0134.json,4,4,True
4527,ow14-1-r04527,qwen_minimal,minimal,ow14-s0134,3,model-facing/minimal-candidate-snapshots/ow14-s0134.json,4,4,True
4528,ow14-1-r04528,qwen_enriched,enriched,ow14-s0134,3,model-facing/enriched-candidate-snapshots/ow14-s0134.json,4,4,True
4529,ow14-1-r04529,qwen_minimal,minimal,ow14-s0134,4,model-facing/minimal-candidate-snapshots/ow14-s0134.json,4,4,True
4530,ow14-1-r04530,qwen_enriched,enriched,ow14-s0134,4,model-facing/enriched-candidate-snapshots/ow14-s0134.json,4,4,True
4531,ow14-1-r04531,qwen_minimal,minimal,ow14-s0134,5,model-facing/minimal-candidate-snapshots/ow14-s0134.json,4,4,True
4532,ow14-1-r04532,qwen_enriched,enriched,ow14-s0134,5,model-facing/enriched-candidate-snapshots/ow14-s0134.json,4,4,True
4533,ow14-1-r04533,qwen_minimal,minimal,ow14-s0135,1,model-facing/minimal-candidate-snapshots/ow14-s0135.json,4,4,True
4534,ow14-1-r04534,qwen_enriched,enriched,ow14-s0135,1,model-facing/enriched-candidate-snapshots/ow14-s0135.json,4,4,True
4535,ow14-1-r04535,qwen_minimal,minimal,ow14-s0135,2,model-facing/minimal-candidate-snapshots/ow14-s0135.json,4,4,True
4536,ow14-1-r04536,qwen_enriched,enriched,ow14-s0135,2,model-facing/enriched-candidate-snapshots/ow14-s0135.json,4,4,True
4537,ow14-1-r04537,qwen_minimal,minimal,ow14-s0135,3,model-facing/minimal-candidate-snapshots/ow14-s0135.json,4,4,True
4538,ow14-1-r04538,qwen_enriched,enriched,ow14-s0135,3,model-facing/enriched-candidate-snapshots/ow14-s0135.json,4,4,True
4539,ow14-1-r04539,qwen_minimal,minimal,ow14-s0135,4,model-facing/minimal-candidate-snapshots/ow14-s0135.json,4,4,True
4540,ow14-1-r04540,qwen_enriched,enriched,ow14-s0135,4,model-facing/enriched-candidate-snapshots/ow14-s0135.json,4,4,True
4541,ow14-1-r04541,qwen_minimal,minimal,ow14-s0135,5,model-facing/minimal-candidate-snapshots/ow14-s0135.json,4,4,True
4542,ow14-1-r04542,qwen_enriched,enriched,ow14-s0135,5,model-facing/enriched-candidate-snapshots/ow14-s0135.json,4,4,True
4543,ow14-1-r04543,qwen_minimal,minimal,ow14-s0136,1,model-facing/minimal-candidate-snapshots/ow14-s0136.json,4,4,True
4544,ow14-1-r04544,qwen_enriched,enriched,ow14-s0136,1,model-facing/enriched-candidate-snapshots/ow14-s0136.json,4,4,True
4545,ow14-1-r04545,qwen_minimal,minimal,ow14-s0136,2,model-facing/minimal-candidate-snapshots/ow14-s0136.json,4,4,True
4546,ow14-1-r04546,qwen_enriched,enriched,ow14-s0136,2,model-facing/enriched-candidate-snapshots/ow14-s0136.json,4,4,True
4547,ow14-1-r04547,qwen_minimal,minimal,ow14-s0136,3,model-facing/minimal-candidate-snapshots/ow14-s0136.json,4,4,True
4548,ow14-1-r04548,qwen_enriched,enriched,ow14-s0136,3,model-facing/enriched-candidate-snapshots/ow14-s0136.json,4,4,True
4549,ow14-1-r04549,qwen_minimal,minimal,ow14-s0136,4,model-facing/minimal-candidate-snapshots/ow14-s0136.json,4,4,True
4550,ow14-1-r04550,qwen_enriched,enriched,ow14-s0136,4,model-facing/enriched-candidate-snapshots/ow14-s0136.json,4,4,True
4551,ow14-1-r04551,qwen_minimal,minimal,ow14-s0136,5,model-facing/minimal-candidate-snapshots/ow14-s0136.json,4,4,True
4552,ow14-1-r04552,qwen_enriched,enriched,ow14-s0136,5,model-facing/enriched-candidate-snapshots/ow14-s0136.json,4,4,True
4553,ow14-1-r04553,qwen_minimal,minimal,ow14-s0137,1,model-facing/minimal-candidate-snapshots/ow14-s0137.json,4,4,True
4554,ow14-1-r04554,qwen_enriched,enriched,ow14-s0137,1,model-facing/enriched-candidate-snapshots/ow14-s0137.json,4,4,True
4555,ow14-1-r04555,qwen_minimal,minimal,ow14-s0137,2,model-facing/minimal-candidate-snapshots/ow14-s0137.json,4,4,True
4556,ow14-1-r04556,qwen_enriched,enriched,ow14-s0137,2,model-facing/enriched-candidate-snapshots/ow14-s0137.json,4,4,True
4557,ow14-1-r04557,qwen_minimal,minimal,ow14-s0137,3,model-facing/minimal-candidate-snapshots/ow14-s0137.json,4,4,True
4558,ow14-1-r04558,qwen_enriched,enriched,ow14-s0137,3,model-facing/enriched-candidate-snapshots/ow14-s0137.json,4,4,True
4559,ow14-1-r04559,qwen_minimal,minimal,ow14-s0137,4,model-facing/minimal-candidate-snapshots/ow14-s0137.json,4,4,True
4560,ow14-1-r04560,qwen_enriched,enriched,ow14-s0137,4,model-facing/enriched-candidate-snapshots/ow14-s0137.json,4,4,True
4561,ow14-1-r04561,qwen_minimal,minimal,ow14-s0137,5,model-facing/minimal-candidate-snapshots/ow14-s0137.json,4,4,True
4562,ow14-1-r04562,qwen_enriched,enriched,ow14-s0137,5,model-facing/enriched-candidate-snapshots/ow14-s0137.json,4,4,True
4563,ow14-1-r04563,qwen_minimal,minimal,ow14-s0138,1,model-facing/minimal-candidate-snapshots/ow14-s0138.json,4,4,True
4564,ow14-1-r04564,qwen_enriched,enriched,ow14-s0138,1,model-facing/enriched-candidate-snapshots/ow14-s0138.json,4,4,True
4565,ow14-1-r04565,qwen_minimal,minimal,ow14-s0138,2,model-facing/minimal-candidate-snapshots/ow14-s0138.json,4,4,True
4566,ow14-1-r04566,qwen_enriched,enriched,ow14-s0138,2,model-facing/enriched-candidate-snapshots/ow14-s0138.json,4,4,True
4567,ow14-1-r04567,qwen_minimal,minimal,ow14-s0138,3,model-facing/minimal-candidate-snapshots/ow14-s0138.json,4,4,True
4568,ow14-1-r04568,qwen_enriched,enriched,ow14-s0138,3,model-facing/enriched-candidate-snapshots/ow14-s0138.json,4,4,True
4569,ow14-1-r04569,qwen_minimal,minimal,ow14-s0138,4,model-facing/minimal-candidate-snapshots/ow14-s0138.json,4,4,True
4570,ow14-1-r04570,qwen_enriched,enriched,ow14-s0138,4,model-facing/enriched-candidate-snapshots/ow14-s0138.json,4,4,True
4571,ow14-1-r04571,qwen_minimal,minimal,ow14-s0138,5,model-facing/minimal-candidate-snapshots/ow14-s0138.json,4,4,True
4572,ow14-1-r04572,qwen_enriched,enriched,ow14-s0138,5,model-facing/enriched-candidate-snapshots/ow14-s0138.json,4,4,True
4573,ow14-1-r04573,qwen_minimal,minimal,ow14-s0139,1,model-facing/minimal-candidate-snapshots/ow14-s0139.json,4,4,True
4574,ow14-1-r04574,qwen_enriched,enriched,ow14-s0139,1,model-facing/enriched-candidate-snapshots/ow14-s0139.json,4,4,True
4575,ow14-1-r04575,qwen_minimal,minimal,ow14-s0139,2,model-facing/minimal-candidate-snapshots/ow14-s0139.json,4,4,True
4576,ow14-1-r04576,qwen_enriched,enriched,ow14-s0139,2,model-facing/enriched-candidate-snapshots/ow14-s0139.json,4,4,True
4577,ow14-1-r04577,qwen_minimal,minimal,ow14-s0139,3,model-facing/minimal-candidate-snapshots/ow14-s0139.json,4,4,True
4578,ow14-1-r04578,qwen_enriched,enriched,ow14-s0139,3,model-facing/enriched-candidate-snapshots/ow14-s0139.json,4,4,True
4579,ow14-1-r04579,qwen_minimal,minimal,ow14-s0139,4,model-facing/minimal-candidate-snapshots/ow14-s0139.json,4,4,True
4580,ow14-1-r04580,qwen_enriched,enriched,ow14-s0139,4,model-facing/enriched-candidate-snapshots/ow14-s0139.json,4,4,True
4581,ow14-1-r04581,qwen_minimal,minimal,ow14-s0139,5,model-facing/minimal-candidate-snapshots/ow14-s0139.json,4,4,True
4582,ow14-1-r04582,qwen_enriched,enriched,ow14-s0139,5,model-facing/enriched-candidate-snapshots/ow14-s0139.json,4,4,True
4583,ow14-1-r04583,qwen_minimal,minimal,ow14-s0140,1,model-facing/minimal-candidate-snapshots/ow14-s0140.json,4,4,True
4584,ow14-1-r04584,qwen_enriched,enriched,ow14-s0140,1,model-facing/enriched-candidate-snapshots/ow14-s0140.json,4,4,True
4585,ow14-1-r04585,qwen_minimal,minimal,ow14-s0140,2,model-facing/minimal-candidate-snapshots/ow14-s0140.json,4,4,True
4586,ow14-1-r04586,qwen_enriched,enriched,ow14-s0140,2,model-facing/enriched-candidate-snapshots/ow14-s0140.json,4,4,True
4587,ow14-1-r04587,qwen_minimal,minimal,ow14-s0140,3,model-facing/minimal-candidate-snapshots/ow14-s0140.json,4,4,True
4588,ow14-1-r04588,qwen_enriched,enriched,ow14-s0140,3,model-facing/enriched-candidate-snapshots/ow14-s0140.json,4,4,True
4589,ow14-1-r04589,qwen_minimal,minimal,ow14-s0140,4,model-facing/minimal-candidate-snapshots/ow14-s0140.json,4,4,True
4590,ow14-1-r04590,qwen_enriched,enriched,ow14-s0140,4,model-facing/enriched-candidate-snapshots/ow14-s0140.json,4,4,True
4591,ow14-1-r04591,qwen_minimal,minimal,ow14-s0140,5,model-facing/minimal-candidate-snapshots/ow14-s0140.json,4,4,True
4592,ow14-1-r04592,qwen_enriched,enriched,ow14-s0140,5,model-facing/enriched-candidate-snapshots/ow14-s0140.json,4,4,True
4593,ow14-1-r04593,qwen_minimal,minimal,ow14-s0141,1,model-facing/minimal-candidate-snapshots/ow14-s0141.json,4,4,True
4594,ow14-1-r04594,qwen_enriched,enriched,ow14-s0141,1,model-facing/enriched-candidate-snapshots/ow14-s0141.json,4,4,True
4595,ow14-1-r04595,qwen_minimal,minimal,ow14-s0141,2,model-facing/minimal-candidate-snapshots/ow14-s0141.json,4,4,True
4596,ow14-1-r04596,qwen_enriched,enriched,ow14-s0141,2,model-facing/enriched-candidate-snapshots/ow14-s0141.json,4,4,True
4597,ow14-1-r04597,qwen_minimal,minimal,ow14-s0141,3,model-facing/minimal-candidate-snapshots/ow14-s0141.json,4,4,True
4598,ow14-1-r04598,qwen_enriched,enriched,ow14-s0141,3,model-facing/enriched-candidate-snapshots/ow14-s0141.json,4,4,True
4599,ow14-1-r04599,qwen_minimal,minimal,ow14-s0141,4,model-facing/minimal-candidate-snapshots/ow14-s0141.json,4,4,True
4600,ow14-1-r04600,qwen_enriched,enriched,ow14-s0141,4,model-facing/enriched-candidate-snapshots/ow14-s0141.json,4,4,True
4601,ow14-1-r04601,qwen_minimal,minimal,ow14-s0141,5,model-facing/minimal-candidate-snapshots/ow14-s0141.json,4,4,True
4602,ow14-1-r04602,qwen_enriched,enriched,ow14-s0141,5,model-facing/enriched-candidate-snapshots/ow14-s0141.json,4,4,True
4603,ow14-1-r04603,qwen_minimal,minimal,ow14-s0142,1,model-facing/minimal-candidate-snapshots/ow14-s0142.json,4,4,True
4604,ow14-1-r04604,qwen_enriched,enriched,ow14-s0142,1,model-facing/enriched-candidate-snapshots/ow14-s0142.json,4,4,True
4605,ow14-1-r04605,qwen_minimal,minimal,ow14-s0142,2,model-facing/minimal-candidate-snapshots/ow14-s0142.json,4,4,True
4606,ow14-1-r04606,qwen_enriched,enriched,ow14-s0142,2,model-facing/enriched-candidate-snapshots/ow14-s0142.json,4,4,True
4607,ow14-1-r04607,qwen_minimal,minimal,ow14-s0142,3,model-facing/minimal-candidate-snapshots/ow14-s0142.json,4,4,True
4608,ow14-1-r04608,qwen_enriched,enriched,ow14-s0142,3,model-facing/enriched-candidate-snapshots/ow14-s0142.json,4,4,True
4609,ow14-1-r04609,qwen_minimal,minimal,ow14-s0142,4,model-facing/minimal-candidate-snapshots/ow14-s0142.json,4,4,True
4610,ow14-1-r04610,qwen_enriched,enriched,ow14-s0142,4,model-facing/enriched-candidate-snapshots/ow14-s0142.json,4,4,True
4611,ow14-1-r04611,qwen_minimal,minimal,ow14-s0142,5,model-facing/minimal-candidate-snapshots/ow14-s0142.json,4,4,True
4612,ow14-1-r04612,qwen_enriched,enriched,ow14-s0142,5,model-facing/enriched-candidate-snapshots/ow14-s0142.json,4,4,True
4613,ow14-1-r04613,qwen_minimal,minimal,ow14-s0143,1,model-facing/minimal-candidate-snapshots/ow14-s0143.json,4,4,True
4614,ow14-1-r04614,qwen_enriched,enriched,ow14-s0143,1,model-facing/enriched-candidate-snapshots/ow14-s0143.json,4,4,True
4615,ow14-1-r04615,qwen_minimal,minimal,ow14-s0143,2,model-facing/minimal-candidate-snapshots/ow14-s0143.json,4,4,True
4616,ow14-1-r04616,qwen_enriched,enriched,ow14-s0143,2,model-facing/enriched-candidate-snapshots/ow14-s0143.json,4,4,True
4617,ow14-1-r04617,qwen_minimal,minimal,ow14-s0143,3,model-facing/minimal-candidate-snapshots/ow14-s0143.json,4,4,True
4618,ow14-1-r04618,qwen_enriched,enriched,ow14-s0143,3,model-facing/enriched-candidate-snapshots/ow14-s0143.json,4,4,True
4619,ow14-1-r04619,qwen_minimal,minimal,ow14-s0143,4,model-facing/minimal-candidate-snapshots/ow14-s0143.json,4,4,True
4620,ow14-1-r04620,qwen_enriched,enriched,ow14-s0143,4,model-facing/enriched-candidate-snapshots/ow14-s0143.json,4,4,True
4621,ow14-1-r04621,qwen_minimal,minimal,ow14-s0143,5,model-facing/minimal-candidate-snapshots/ow14-s0143.json,4,4,True
4622,ow14-1-r04622,qwen_enriched,enriched,ow14-s0143,5,model-facing/enriched-candidate-snapshots/ow14-s0143.json,4,4,True
4623,ow14-1-r04623,qwen_minimal,minimal,ow14-s0144,1,model-facing/minimal-candidate-snapshots/ow14-s0144.json,4,4,True
4624,ow14-1-r04624,qwen_enriched,enriched,ow14-s0144,1,model-facing/enriched-candidate-snapshots/ow14-s0144.json,4,4,True
4625,ow14-1-r04625,qwen_minimal,minimal,ow14-s0144,2,model-facing/minimal-candidate-snapshots/ow14-s0144.json,4,4,True
4626,ow14-1-r04626,qwen_enriched,enriched,ow14-s0144,2,model-facing/enriched-candidate-snapshots/ow14-s0144.json,4,4,True
4627,ow14-1-r04627,qwen_minimal,minimal,ow14-s0144,3,model-facing/minimal-candidate-snapshots/ow14-s0144.json,4,4,True
4628,ow14-1-r04628,qwen_enriched,enriched,ow14-s0144,3,model-facing/enriched-candidate-snapshots/ow14-s0144.json,4,4,True
4629,ow14-1-r04629,qwen_minimal,minimal,ow14-s0144,4,model-facing/minimal-candidate-snapshots/ow14-s0144.json,4,4,True
4630,ow14-1-r04630,qwen_enriched,enriched,ow14-s0144,4,model-facing/enriched-candidate-snapshots/ow14-s0144.json,4,4,True
4631,ow14-1-r04631,qwen_minimal,minimal,ow14-s0144,5,model-facing/minimal-candidate-snapshots/ow14-s0144.json,4,4,True
4632,ow14-1-r04632,qwen_enriched,enriched,ow14-s0144,5,model-facing/enriched-candidate-snapshots/ow14-s0144.json,4,4,True
4633,ow14-1-r04633,qwen_minimal,minimal,ow14-s0145,1,model-facing/minimal-candidate-snapshots/ow14-s0145.json,4,4,True
4634,ow14-1-r04634,qwen_enriched,enriched,ow14-s0145,1,model-facing/enriched-candidate-snapshots/ow14-s0145.json,4,4,True
4635,ow14-1-r04635,qwen_minimal,minimal,ow14-s0145,2,model-facing/minimal-candidate-snapshots/ow14-s0145.json,4,4,True
4636,ow14-1-r04636,qwen_enriched,enriched,ow14-s0145,2,model-facing/enriched-candidate-snapshots/ow14-s0145.json,4,4,True
4637,ow14-1-r04637,qwen_minimal,minimal,ow14-s0145,3,model-facing/minimal-candidate-snapshots/ow14-s0145.json,4,4,True
4638,ow14-1-r04638,qwen_enriched,enriched,ow14-s0145,3,model-facing/enriched-candidate-snapshots/ow14-s0145.json,4,4,True
4639,ow14-1-r04639,qwen_minimal,minimal,ow14-s0145,4,model-facing/minimal-candidate-snapshots/ow14-s0145.json,4,4,True
4640,ow14-1-r04640,qwen_enriched,enriched,ow14-s0145,4,model-facing/enriched-candidate-snapshots/ow14-s0145.json,4,4,True
4641,ow14-1-r04641,qwen_minimal,minimal,ow14-s0145,5,model-facing/minimal-candidate-snapshots/ow14-s0145.json,4,4,True
4642,ow14-1-r04642,qwen_enriched,enriched,ow14-s0145,5,model-facing/enriched-candidate-snapshots/ow14-s0145.json,4,4,True
4643,ow14-1-r04643,qwen_minimal,minimal,ow14-s0146,1,model-facing/minimal-candidate-snapshots/ow14-s0146.json,4,4,True
4644,ow14-1-r04644,qwen_enriched,enriched,ow14-s0146,1,model-facing/enriched-candidate-snapshots/ow14-s0146.json,4,4,True
4645,ow14-1-r04645,qwen_minimal,minimal,ow14-s0146,2,model-facing/minimal-candidate-snapshots/ow14-s0146.json,4,4,True
4646,ow14-1-r04646,qwen_enriched,enriched,ow14-s0146,2,model-facing/enriched-candidate-snapshots/ow14-s0146.json,4,4,True
4647,ow14-1-r04647,qwen_minimal,minimal,ow14-s0146,3,model-facing/minimal-candidate-snapshots/ow14-s0146.json,4,4,True
4648,ow14-1-r04648,qwen_enriched,enriched,ow14-s0146,3,model-facing/enriched-candidate-snapshots/ow14-s0146.json,4,4,True
4649,ow14-1-r04649,qwen_minimal,minimal,ow14-s0146,4,model-facing/minimal-candidate-snapshots/ow14-s0146.json,4,4,True
4650,ow14-1-r04650,qwen_enriched,enriched,ow14-s0146,4,model-facing/enriched-candidate-snapshots/ow14-s0146.json,4,4,True
4651,ow14-1-r04651,qwen_minimal,minimal,ow14-s0146,5,model-facing/minimal-candidate-snapshots/ow14-s0146.json,4,4,True
4652,ow14-1-r04652,qwen_enriched,enriched,ow14-s0146,5,model-facing/enriched-candidate-snapshots/ow14-s0146.json,4,4,True
4653,ow14-1-r04653,qwen_minimal,minimal,ow14-s0147,1,model-facing/minimal-candidate-snapshots/ow14-s0147.json,4,4,True
4654,ow14-1-r04654,qwen_enriched,enriched,ow14-s0147,1,model-facing/enriched-candidate-snapshots/ow14-s0147.json,4,4,True
4655,ow14-1-r04655,qwen_minimal,minimal,ow14-s0147,2,model-facing/minimal-candidate-snapshots/ow14-s0147.json,4,4,True
4656,ow14-1-r04656,qwen_enriched,enriched,ow14-s0147,2,model-facing/enriched-candidate-snapshots/ow14-s0147.json,4,4,True
4657,ow14-1-r04657,qwen_minimal,minimal,ow14-s0147,3,model-facing/minimal-candidate-snapshots/ow14-s0147.json,4,4,True
4658,ow14-1-r04658,qwen_enriched,enriched,ow14-s0147,3,model-facing/enriched-candidate-snapshots/ow14-s0147.json,4,4,True
4659,ow14-1-r04659,qwen_minimal,minimal,ow14-s0147,4,model-facing/minimal-candidate-snapshots/ow14-s0147.json,4,4,True
4660,ow14-1-r04660,qwen_enriched,enriched,ow14-s0147,4,model-facing/enriched-candidate-snapshots/ow14-s0147.json,4,4,True
4661,ow14-1-r04661,qwen_minimal,minimal,ow14-s0147,5,model-facing/minimal-candidate-snapshots/ow14-s0147.json,4,4,True
4662,ow14-1-r04662,qwen_enriched,enriched,ow14-s0147,5,model-facing/enriched-candidate-snapshots/ow14-s0147.json,4,4,True
4663,ow14-1-r04663,qwen_minimal,minimal,ow14-s0148,1,model-facing/minimal-candidate-snapshots/ow14-s0148.json,4,4,True
4664,ow14-1-r04664,qwen_enriched,enriched,ow14-s0148,1,model-facing/enriched-candidate-snapshots/ow14-s0148.json,4,4,True
4665,ow14-1-r04665,qwen_minimal,minimal,ow14-s0148,2,model-facing/minimal-candidate-snapshots/ow14-s0148.json,4,4,True
4666,ow14-1-r04666,qwen_enriched,enriched,ow14-s0148,2,model-facing/enriched-candidate-snapshots/ow14-s0148.json,4,4,True
4667,ow14-1-r04667,qwen_minimal,minimal,ow14-s0148,3,model-facing/minimal-candidate-snapshots/ow14-s0148.json,4,4,True
4668,ow14-1-r04668,qwen_enriched,enriched,ow14-s0148,3,model-facing/enriched-candidate-snapshots/ow14-s0148.json,4,4,True
4669,ow14-1-r04669,qwen_minimal,minimal,ow14-s0148,4,model-facing/minimal-candidate-snapshots/ow14-s0148.json,4,4,True
4670,ow14-1-r04670,qwen_enriched,enriched,ow14-s0148,4,model-facing/enriched-candidate-snapshots/ow14-s0148.json,4,4,True
4671,ow14-1-r04671,qwen_minimal,minimal,ow14-s0148,5,model-facing/minimal-candidate-snapshots/ow14-s0148.json,4,4,True
4672,ow14-1-r04672,qwen_enriched,enriched,ow14-s0148,5,model-facing/enriched-candidate-snapshots/ow14-s0148.json,4,4,True
4673,ow14-1-r04673,qwen_minimal,minimal,ow14-s0149,1,model-facing/minimal-candidate-snapshots/ow14-s0149.json,4,4,True
4674,ow14-1-r04674,qwen_enriched,enriched,ow14-s0149,1,model-facing/enriched-candidate-snapshots/ow14-s0149.json,4,4,True
4675,ow14-1-r04675,qwen_minimal,minimal,ow14-s0149,2,model-facing/minimal-candidate-snapshots/ow14-s0149.json,4,4,True
4676,ow14-1-r04676,qwen_enriched,enriched,ow14-s0149,2,model-facing/enriched-candidate-snapshots/ow14-s0149.json,4,4,True
4677,ow14-1-r04677,qwen_minimal,minimal,ow14-s0149,3,model-facing/minimal-candidate-snapshots/ow14-s0149.json,4,4,True
4678,ow14-1-r04678,qwen_enriched,enriched,ow14-s0149,3,model-facing/enriched-candidate-snapshots/ow14-s0149.json,4,4,True
4679,ow14-1-r04679,qwen_minimal,minimal,ow14-s0149,4,model-facing/minimal-candidate-snapshots/ow14-s0149.json,4,4,True
4680,ow14-1-r04680,qwen_enriched,enriched,ow14-s0149,4,model-facing/enriched-candidate-snapshots/ow14-s0149.json,4,4,True
4681,ow14-1-r04681,qwen_minimal,minimal,ow14-s0149,5,model-facing/minimal-candidate-snapshots/ow14-s0149.json,4,4,True
4682,ow14-1-r04682,qwen_enriched,enriched,ow14-s0149,5,model-facing/enriched-candidate-snapshots/ow14-s0149.json,4,4,True
4683,ow14-1-r04683,qwen_minimal,minimal,ow14-s0150,1,model-facing/minimal-candidate-snapshots/ow14-s0150.json,4,4,True
4684,ow14-1-r04684,qwen_enriched,enriched,ow14-s0150,1,model-facing/enriched-candidate-snapshots/ow14-s0150.json,4,4,True
4685,ow14-1-r04685,qwen_minimal,minimal,ow14-s0150,2,model-facing/minimal-candidate-snapshots/ow14-s0150.json,4,4,True
4686,ow14-1-r04686,qwen_enriched,enriched,ow14-s0150,2,model-facing/enriched-candidate-snapshots/ow14-s0150.json,4,4,True
4687,ow14-1-r04687,qwen_minimal,minimal,ow14-s0150,3,model-facing/minimal-candidate-snapshots/ow14-s0150.json,4,4,True
4688,ow14-1-r04688,qwen_enriched,enriched,ow14-s0150,3,model-facing/enriched-candidate-snapshots/ow14-s0150.json,4,4,True
4689,ow14-1-r04689,qwen_minimal,minimal,ow14-s0150,4,model-facing/minimal-candidate-snapshots/ow14-s0150.json,4,4,True
4690,ow14-1-r04690,qwen_enriched,enriched,ow14-s0150,4,model-facing/enriched-candidate-snapshots/ow14-s0150.json,4,4,True
4691,ow14-1-r04691,qwen_minimal,minimal,ow14-s0150,5,model-facing/minimal-candidate-snapshots/ow14-s0150.json,4,4,True
4692,ow14-1-r04692,qwen_enriched,enriched,ow14-s0150,5,model-facing/enriched-candidate-snapshots/ow14-s0150.json,4,4,True
4693,ow14-1-r04693,qwen_minimal,minimal,ow14-s0151,1,model-facing/minimal-candidate-snapshots/ow14-s0151.json,4,4,True
4694,ow14-1-r04694,qwen_enriched,enriched,ow14-s0151,1,model-facing/enriched-candidate-snapshots/ow14-s0151.json,4,4,True
4695,ow14-1-r04695,qwen_minimal,minimal,ow14-s0151,2,model-facing/minimal-candidate-snapshots/ow14-s0151.json,4,4,True
4696,ow14-1-r04696,qwen_enriched,enriched,ow14-s0151,2,model-facing/enriched-candidate-snapshots/ow14-s0151.json,4,4,True
4697,ow14-1-r04697,qwen_minimal,minimal,ow14-s0151,3,model-facing/minimal-candidate-snapshots/ow14-s0151.json,4,4,True
4698,ow14-1-r04698,qwen_enriched,enriched,ow14-s0151,3,model-facing/enriched-candidate-snapshots/ow14-s0151.json,4,4,True
4699,ow14-1-r04699,qwen_minimal,minimal,ow14-s0151,4,model-facing/minimal-candidate-snapshots/ow14-s0151.json,4,4,True
4700,ow14-1-r04700,qwen_enriched,enriched,ow14-s0151,4,model-facing/enriched-candidate-snapshots/ow14-s0151.json,4,4,True
4701,ow14-1-r04701,qwen_minimal,minimal,ow14-s0151,5,model-facing/minimal-candidate-snapshots/ow14-s0151.json,4,4,True
4702,ow14-1-r04702,qwen_enriched,enriched,ow14-s0151,5,model-facing/enriched-candidate-snapshots/ow14-s0151.json,4,4,True
4703,ow14-1-r04703,qwen_minimal,minimal,ow14-s0152,1,model-facing/minimal-candidate-snapshots/ow14-s0152.json,4,4,True
4704,ow14-1-r04704,qwen_enriched,enriched,ow14-s0152,1,model-facing/enriched-candidate-snapshots/ow14-s0152.json,4,4,True
4705,ow14-1-r04705,qwen_minimal,minimal,ow14-s0152,2,model-facing/minimal-candidate-snapshots/ow14-s0152.json,4,4,True
4706,ow14-1-r04706,qwen_enriched,enriched,ow14-s0152,2,model-facing/enriched-candidate-snapshots/ow14-s0152.json,4,4,True
4707,ow14-1-r04707,qwen_minimal,minimal,ow14-s0152,3,model-facing/minimal-candidate-snapshots/ow14-s0152.json,4,4,True
4708,ow14-1-r04708,qwen_enriched,enriched,ow14-s0152,3,model-facing/enriched-candidate-snapshots/ow14-s0152.json,4,4,True
4709,ow14-1-r04709,qwen_minimal,minimal,ow14-s0152,4,model-facing/minimal-candidate-snapshots/ow14-s0152.json,4,4,True
4710,ow14-1-r04710,qwen_enriched,enriched,ow14-s0152,4,model-facing/enriched-candidate-snapshots/ow14-s0152.json,4,4,True
4711,ow14-1-r04711,qwen_minimal,minimal,ow14-s0152,5,model-facing/minimal-candidate-snapshots/ow14-s0152.json,4,4,True
4712,ow14-1-r04712,qwen_enriched,enriched,ow14-s0152,5,model-facing/enriched-candidate-snapshots/ow14-s0152.json,4,4,True
4713,ow14-1-r04713,qwen_minimal,minimal,ow14-s0153,1,model-facing/minimal-candidate-snapshots/ow14-s0153.json,4,4,True
4714,ow14-1-r04714,qwen_enriched,enriched,ow14-s0153,1,model-facing/enriched-candidate-snapshots/ow14-s0153.json,4,4,True
4715,ow14-1-r04715,qwen_minimal,minimal,ow14-s0153,2,model-facing/minimal-candidate-snapshots/ow14-s0153.json,4,4,True
4716,ow14-1-r04716,qwen_enriched,enriched,ow14-s0153,2,model-facing/enriched-candidate-snapshots/ow14-s0153.json,4,4,True
4717,ow14-1-r04717,qwen_minimal,minimal,ow14-s0153,3,model-facing/minimal-candidate-snapshots/ow14-s0153.json,4,4,True
4718,ow14-1-r04718,qwen_enriched,enriched,ow14-s0153,3,model-facing/enriched-candidate-snapshots/ow14-s0153.json,4,4,True
4719,ow14-1-r04719,qwen_minimal,minimal,ow14-s0153,4,model-facing/minimal-candidate-snapshots/ow14-s0153.json,4,4,True
4720,ow14-1-r04720,qwen_enriched,enriched,ow14-s0153,4,model-facing/enriched-candidate-snapshots/ow14-s0153.json,4,4,True
4721,ow14-1-r04721,qwen_minimal,minimal,ow14-s0153,5,model-facing/minimal-candidate-snapshots/ow14-s0153.json,4,4,True
4722,ow14-1-r04722,qwen_enriched,enriched,ow14-s0153,5,model-facing/enriched-candidate-snapshots/ow14-s0153.json,4,4,True
4723,ow14-1-r04723,qwen_minimal,minimal,ow14-s0154,1,model-facing/minimal-candidate-snapshots/ow14-s0154.json,4,4,True
4724,ow14-1-r04724,qwen_enriched,enriched,ow14-s0154,1,model-facing/enriched-candidate-snapshots/ow14-s0154.json,4,4,True
4725,ow14-1-r04725,qwen_minimal,minimal,ow14-s0154,2,model-facing/minimal-candidate-snapshots/ow14-s0154.json,4,4,True
4726,ow14-1-r04726,qwen_enriched,enriched,ow14-s0154,2,model-facing/enriched-candidate-snapshots/ow14-s0154.json,4,4,True
